ID,Age,Gender,Department,Work_Mode,Current_Experience,Companies_Count,Education_Years,Total_Experience,Seniority,Monthly_Hours,Job_Satisfaction,Performance_Review,Salary
258,22.0,Female,Legal,Hybrid,1.0,0.0,18.0,1.0,Junior,163.0,3.0,7.0,12000.0
259,25.0,Male,Legal,Office,0.0,4.0,17.0,4.0,Junior,176.0,3.0,6.0,10700.0
260,46.0,Male,Finance,Office,15.0,0.0,15.0,15.0,Senior,166.0,3.0,7.0,28100.0
261,38.0,Female,Marketing,Hybrid,1.0,2.0,14.0,6.0,Mid,170.0,2.0,6.0,13600.0
262,28.0,Male,HR,Remote,0.0,3.0,15.0,0.0,Junior,168.0,3.0,6.0,7600.0
263,26.0,Female,Legal,,0.0,6.0,17.0,0.0,Junior,161.0,3.0,6.0,10500.0
264,40.0,Male,Legal,Hybrid,6.0,6.0,17.0,7.0,Mid,171.0,3.0,8.0,19500.0
265,44.0,Male,Support,Office,3.0,3.0,13.0,21.0,Senior,173.0,5.0,9.0,20300.0
266,30.0,Male,R&D,Office,1.0,2.0,16.0,1.0,Junior,159.0,5.0,9.0,13500.0
267,29.0,Male,Sales,Office,,0.0,16.0,2.0,Junior,198.0,1.0,6.0,9800.0
268,33.0,Female,R&D,Remote,3.0,6.0,17.0,8.0,Mid,163.0,5.0,9.0,21500.0
269,40.0,Female,R&D,Remote,1.0,4.0,17.0,22.0,Senior,139.0,5.0,6.0,30100.0
270,25.0,Male,Finance,,0.0,1.0,18.0,0.0,Junior,176.0,5.0,7.0,12600.0
271,24.0,Male,R&D,Office,0.0,0.0,17.0,0.0,Junior,187.0,3.0,8.0,
272,32.0,Female,HR,Hybrid,6.0,0.0,17.0,11.0,Mid,169.0,2.0,6.0,13100.0
273,45.0,Female,Finance,Hybrid,9.0,6.0,16.0,12.0,Senior,177.0,3.0,7.0,30000.0
274,28.0,Male,Legal,Hybrid,2.0,2.0,17.0,9.0,Mid,163.0,4.0,8.0,18300.0
275,30.0,Male,HR,Hybrid,3.0,2.0,15.0,6.0,Mid,168.0,4.0,7.0,12700.0
276,22.0,Male,Finance,Hybrid,2.0,1.0,15.0,3.0,Junior,170.0,4.0,7.0,11200.0
277,29.0,Female,HR,Office,6.0,7.0,16.0,,Mid,186.0,2.0,6.0,12400.0
278,57.0,Female,Finance,Office,17.0,4.0,19.0,23.0,,221.0,1.0,6.0,42600.0
279,26.0,Male,Finance,Office,0.0,3.0,15.0,0.0,Junior,197.0,3.0,6.0,10900.0
280,38.0,Female,Marketing,Office,4.0,7.0,15.0,8.0,Mid,151.0,4.0,8.0,15400.0
281,41.0,Male,HR,Office,30.0,5.0,15.0,30.0,Manager,196.0,3.0,7.0,29800.0
282,38.0,Male,Marketing,Office,3.0,4.0,15.0,9.0,Mid,,,7.0,14800.0
283,34.0,Male,Legal,Office,0.0,4.0,19.0,5.0,Mid,158.0,4.0,7.0,19300.0
284,27.0,Female,Finance,Hybrid,3.0,5.0,15.0,3.0,Junior,184.0,4.0,8.0,12300.0
285,46.0,Male,Sales,Remote,28.0,5.0,15.0,28.0,Manager,186.0,5.0,10.0,42200.0
286,29.0,Male,Finance,Remote,0.0,0.0,16.0,0.0,Junior,185.0,4.0,9.0,12000.0
287,39.0,Male,Sales,Office,7.0,1.0,15.0,9.0,Mid,182.0,2.0,8.0,16800.0
288,29.0,Male,Sales,Office,1.0,6.0,15.0,4.0,Junior,183.0,1.0,6.0,9600.0
289,38.0,Male,Sales,Office,4.0,0.0,15.0,12.0,Mid,,3.0,8.0,17500.0
290,45.0,Female,Sales,Remote,,7.0,16.0,20.0,Senior,193.0,4.0,8.0,27500.0
291,37.0,Male,HR,Hybrid,7.0,2.0,14.0,19.0,Senior,170.0,4.0,6.0,19200.0
292,24.0,Female,Support,Office,2.0,7.0,13.0,3.0,Junior,179.0,2.0,7.0,7300.0
293,57.0,Male,HR,,34.0,5.0,15.0,36.0,Manager,189.0,5.0,10.0,34300.0
294,47.0,Male,Legal,Office,,3.0,18.0,20.0,Senior,,5.0,10.0,34100.0
295,42.0,Male,Support,Remote,20.0,6.0,12.0,35.0,Manager,165.0,5.0,7.0,26700.0
296,39.0,Male,HR,Office,11.0,1.0,13.0,21.0,Senior,167.0,4.0,8.0,21100.0
297,35.0,Male,Legal,Office,8.0,6.0,19.0,11.0,Senior,183.0,4.0,8.0,30400.0
298,42.0,Male,Sales,Hybrid,24.0,1.0,14.0,24.0,Senior,161.0,3.0,8.0,26800.0
299,39.0,Female,R&D,Remote,6.0,4.0,21.0,11.0,Mid,183.0,5.0,8.0,22700.0
300,29.0,Female,Finance,Remote,7.0,,19.0,8.0,Mid,,5.0,9.0,21500.0
301,28.0,Male,Support,Hybrid,7.0,7.0,14.0,7.0,Mid,172.0,3.0,7.0,11800.0
302,24.0,Male,R&D,Office,1.0,0.0,18.0,1.0,Junior,168.0,2.0,7.0,12400.0
303,38.0,Male,Sales,Hybrid,24.0,4.0,16.0,24.0,Senior,195.0,5.0,10.0,30500.0
304,54.0,Male,Support,Remote,20.0,7.0,12.0,30.0,Manager,170.0,5.0,9.0,29600.0
305,33.0,Male,R&D,Hybrid,6.0,4.0,17.0,6.0,Mid,175.0,5.0,8.0,21600.0
306,43.0,Female,HR,Hybrid,12.0,1.0,16.0,21.0,Senior,173.0,4.0,8.0,22400.0
307,24.0,Male,Legal,Hybrid,3.0,3.0,19.0,4.0,Junior,191.0,4.0,9.0,13200.0
308,48.0,Male,Sales,,8.0,2.0,17.0,22.0,Senior,180.0,3.0,6.0,24800.0
309,59.0,Male,HR,Hybrid,35.0,4.0,17.0,36.0,Manager,195.0,4.0,8.0,31900.0
310,50.0,Male,HR,Hybrid,9.0,5.0,14.0,19.0,Senior,169.0,4.0,,21100.0
311,44.0,Female,Sales,Remote,4.0,7.0,16.0,25.0,Senior,168.0,5.0,7.0,25500.0
312,40.0,Male,Support,Hybrid,30.0,3.0,14.0,30.0,Manager,212.0,3.0,6.0,26400.0
313,48.0,Male,Finance,Hybrid,23.0,5.0,18.0,23.0,Manager,198.0,4.0,7.0,44100.0
314,48.0,Female,Marketing,Office,13.0,4.0,14.0,15.0,Senior,151.0,4.0,8.0,24900.0
315,33.0,Male,Marketing,Office,1.0,3.0,16.0,11.0,Mid,172.0,4.0,8.0,15000.0
316,42.0,Female,Finance,Remote,15.0,0.0,16.0,17.0,Senior,166.0,5.0,8.0,30000.0
317,37.0,Female,Sales,Office,8.0,5.0,15.0,12.0,Mid,188.0,3.0,6.0,15100.0
318,32.0,Male,Marketing,Remote,8.0,2.0,12.0,10.0,Mid,167.0,5.0,10.0,14500.0
319,38.0,Female,Finance,Hybrid,3.0,1.0,19.0,12.0,Mid,186.0,3.0,,19300.0
320,26.0,Male,R&D,Hybrid,4.0,0.0,18.0,4.0,Junior,170.0,3.0,7.0,12000.0
321,43.0,Male,Finance,Remote,7.0,7.0,16.0,10.0,Senior,150.0,5.0,9.0,32900.0
322,40.0,Male,Support,Hybrid,0.0,4.0,13.0,16.0,Senior,176.0,3.0,6.0,17400.0
323,36.0,Male,Legal,Remote,3.0,4.0,18.0,10.0,Senior,162.0,5.0,10.0,32000.0
324,46.0,Female,Finance,Office,17.0,2.0,18.0,25.0,Senior,207.0,1.0,6.0,28300.0
325,38.0,Female,HR,Hybrid,8.0,7.0,14.0,19.0,Senior,183.0,3.0,7.0,20400.0
326,35.0,Female,HR,Hybrid,2.0,6.0,,24.0,Senior,152.0,5.0,8.0,22200.0
327,49.0,Female,Legal,Office,15.0,6.0,18.0,16.0,Senior,182.0,4.0,,30100.0
328,38.0,Male,Sales,Hybrid,3.0,5.0,18.0,11.0,Mid,169.0,2.0,7.0,16500.0
329,50.0,Male,HR,Hybrid,29.0,5.0,15.0,29.0,Manager,205.0,3.0,6.0,28000.0
330,47.0,Male,R&D,Remote,5.0,7.0,16.0,24.0,Senior,177.0,5.0,8.0,32700.0
331,34.0,Male,Finance,Office,5.0,2.0,16.0,8.0,Mid,207.0,1.0,6.0,17400.0
332,42.0,Male,Legal,Hybrid,19.0,2.0,17.0,24.0,Senior,165.0,4.0,7.0,28900.0
333,29.0,Female,R&D,Office,2.0,4.0,16.0,5.0,Mid,178.0,4.0,7.0,19600.0
334,25.0,Male,Sales,Hybrid,0.0,4.0,15.0,1.0,Junior,197.0,2.0,7.0,10200.0
335,34.0,Male,HR,Hybrid,8.0,1.0,12.0,8.0,Mid,175.0,3.0,6.0,12100.0
336,35.0,Male,Legal,Hybrid,21.0,2.0,21.0,25.0,Senior,149.0,5.0,8.0,30600.0
337,37.0,Female,Marketing,Hybrid,10.0,3.0,,13.0,Senior,171.0,5.0,8.0,24600.0
338,29.0,Female,Finance,Office,0.0,6.0,18.0,1.0,Junior,,2.0,8.0,12300.0
339,28.0,Female,Marketing,Office,1.0,1.0,16.0,4.0,Junior,,2.0,6.0,9000.0
340,50.0,Male,Support,Office,16.0,3.0,13.0,20.0,Senior,159.0,5.0,8.0,19300.0
341,44.0,Female,Sales,Hybrid,25.0,6.0,14.0,35.0,Manager,207.0,3.0,7.0,36600.0
342,24.0,Male,Support,Remote,0.0,0.0,14.0,,Junior,170.0,2.0,6.0,7200.0
343,37.0,,Marketing,Office,7.0,2.0,16.0,7.0,Mid,174.0,3.0,7.0,14000.0
344,,Male,Marketing,Office,25.0,1.0,17.0,25.0,Senior,175.0,,8.0,25400.0
345,31.0,,Marketing,Hybrid,6.0,5.0,15.0,11.0,Mid,167.0,3.0,7.0,14300.0
346,29.0,Male,Support,Hybrid,1.0,6.0,14.0,9.0,Mid,175.0,3.0,7.0,12300.0
347,35.0,Female,Legal,Office,8.0,1.0,18.0,11.0,Senior,144.0,5.0,8.0,30200.0
348,50.0,Male,Sales,Office,17.0,0.0,15.0,17.0,Senior,184.0,3.0,8.0,26500.0
349,45.0,Female,Finance,Office,8.0,0.0,15.0,21.0,Senior,180.0,4.0,,28500.0
350,45.0,Male,Legal,Office,10.0,0.0,18.0,21.0,Manager,195.0,4.0,7.0,41900.0
351,24.0,Male,Finance,Office,0.0,6.0,17.0,3.0,Junior,170.0,2.0,6.0,11200.0
352,32.0,Male,R&D,Office,4.0,1.0,19.0,6.0,Mid,174.0,4.0,7.0,22000.0
353,44.0,Male,R&D,Hybrid,24.0,4.0,17.0,24.0,Manager,218.0,1.0,6.0,44200.0
354,29.0,Male,Marketing,Hybrid,8.0,3.0,18.0,12.0,,170.0,3.0,6.0,14300.0
355,48.0,Male,Sales,Office,14.0,5.0,16.0,17.0,Senior,185.0,3.0,8.0,27100.0
356,49.0,Female,Sales,Hybrid,21.0,5.0,16.0,23.0,Senior,215.0,2.0,7.0,25800.0
357,48.0,Male,HR,Hybrid,5.0,3.0,15.0,25.0,Senior,158.0,5.0,9.0,22700.0
358,47.0,Female,HR,Remote,8.0,5.0,15.0,25.0,Senior,165.0,5.0,9.0,23000.0
359,22.0,Female,Legal,Office,0.0,0.0,17.0,1.0,Junior,188.0,3.0,7.0,10300.0
360,31.0,Female,Support,Hybrid,7.0,5.0,14.0,8.0,Mid,165.0,3.0,6.0,11300.0
361,42.0,Male,HR,Hybrid,8.0,4.0,15.0,25.0,Senior,180.0,4.0,7.0,20900.0
362,35.0,Male,Legal,Office,13.0,4.0,17.0,25.0,Senior,172.0,3.0,6.0,27100.0
363,39.0,Male,Finance,Remote,10.0,0.0,19.0,11.0,Mid,162.0,5.0,8.0,19700.0
364,29.0,Female,Finance,Hybrid,2.0,2.0,15.0,3.0,Junior,183.0,2.0,7.0,10600.0
365,32.0,Female,Legal,Hybrid,4.0,1.0,17.0,6.0,Mid,169.0,4.0,9.0,19900.0
366,38.0,Male,Support,Office,2.0,7.0,13.0,11.0,Mid,162.0,3.0,7.0,11800.0
367,47.0,Male,R&D,Office,13.0,6.0,18.0,14.0,Senior,150.0,5.0,10.0,39000.0
368,28.0,Female,Marketing,Hybrid,1.0,2.0,14.0,1.0,Junior,165.0,2.0,7.0,8700.0
369,40.0,Male,Sales,Office,0.0,6.0,14.0,5.0,Mid,167.0,4.0,6.0,14800.0
370,36.0,Female,R&D,Hybrid,6.0,6.0,16.0,,Mid,176.0,4.0,8.0,22000.0
371,34.0,Male,Legal,Office,9.0,4.0,17.0,11.0,Mid,176.0,2.0,7.0,18100.0
372,42.0,Female,Finance,Hybrid,1.0,0.0,15.0,18.0,Manager,194.0,4.0,8.0,44500.0
373,40.0,Male,R&D,Hybrid,16.0,7.0,17.0,24.0,,170.0,4.0,6.0,31900.0
374,28.0,Male,Support,Office,0.0,1.0,12.0,0.0,Junior,,3.0,6.0,
375,41.0,Female,Marketing,Hybrid,6.0,3.0,13.0,10.0,Senior,165.0,4.0,8.0,23500.0
376,32.0,Female,Finance,Hybrid,2.0,5.0,17.0,12.0,Mid,176.0,3.0,6.0,18500.0
377,45.0,Male,Support,Office,4.0,4.0,13.0,24.0,Senior,175.0,4.0,8.0,20200.0
378,27.0,Male,Legal,Office,3.0,1.0,17.0,3.0,Junior,150.0,3.0,7.0,10600.0
379,30.0,Female,R&D,Office,0.0,1.0,16.0,0.0,Junior,181.0,2.0,8.0,12200.0
380,27.0,Female,Sales,Office,0.0,2.0,14.0,1.0,Junior,199.0,1.0,7.0,10400.0
381,38.0,Female,HR,Remote,1.0,-9.0,,8.0,Mid,158.0,5.0,8.0,13400.0
382,28.0,Female,Support,Hybrid,0.0,2.0,13.0,0.0,Junior,153.0,3.0,7.0,7900.0
383,27.0,Male,Finance,Office,2.0,2.0,19.0,2.0,Junior,159.0,4.0,9.0,12600.0
384,38.0,Male,R&D,Office,2.0,2.0,17.0,6.0,Mid,183.0,2.0,7.0,20000.0
385,43.0,Female,HR,Office,10.0,2.0,15.0,21.0,Senior,193.0,3.0,8.0,21800.0
386,29.0,Female,HR,Hybrid,4.0,4.0,16.0,4.0,Junior,170.0,2.0,7.0,7500.0
387,35.0,Male,,Office,5.0,3.0,21.0,6.0,Mid,156.0,5.0,8.0,24500.0
388,34.0,Male,Marketing,Hybrid,4.0,2.0,15.0,8.0,Mid,156.0,5.0,10.0,17600.0
389,46.0,Female,R&D,Office,23.0,7.0,16.0,23.0,Senior,184.0,3.0,7.0,32800.0
390,35.0,Male,Finance,Remote,5.0,6.0,16.0,9.0,Mid,177.0,4.0,6.0,17000.0
391,34.0,Male,Legal,Office,4.0,4.0,18.0,7.0,Mid,158.0,5.0,7.0,19100.0
392,35.0,Male,Sales,Hybrid,7.0,6.0,18.0,7.0,Mid,212.0,1.0,6.0,16600.0
393,35.0,Female,Finance,Hybrid,9.0,5.0,16.0,17.0,Senior,197.0,5.0,10.0,33700.0
394,29.0,Female,Legal,Hybrid,1.0,4.0,17.0,2.0,Junior,176.0,3.0,7.0,11400.0
395,64.0,Male,HR,Hybrid,32.0,7.0,16.0,41.0,Manager,188.0,5.0,9.0,33400.0
396,30.0,Female,Sales,Hybrid,10.0,1.0,12.0,11.0,Mid,199.0,3.0,9.0,16300.0
397,25.0,Female,,Hybrid,0.0,1.0,13.0,2.0,Junior,180.0,2.0,6.0,6800.0
398,29.0,Male,HR,Hybrid,2.0,0.0,15.0,11.0,Mid,168.0,3.0,7.0,12900.0
399,33.0,Female,Marketing,Remote,5.0,7.0,14.0,12.0,Mid,173.0,4.0,8.0,14400.0
400,33.0,Male,R&D,Hybrid,0.0,4.0,21.0,12.0,Mid,182.0,3.0,7.0,22200.0
401,26.0,Male,Support,Remote,1.0,6.0,13.0,4.0,Junior,163.0,2.0,7.0,7600.0
402,28.0,Male,Finance,Office,6.0,0.0,18.0,6.0,Mid,171.0,4.0,8.0,20400.0
403,25.0,Male,Sales,Hybrid,2.0,4.0,15.0,2.0,,172.0,3.0,6.0,10000.0
404,35.0,Male,Support,Remote,4.0,2.0,15.0,7.0,Mid,140.0,5.0,7.0,12400.0
405,40.0,Female,Marketing,Office,1.0,2.0,15.0,10.0,Senior,185.0,3.0,8.0,24000.0
406,53.0,Female,R&D,Remote,7.0,7.0,21.0,22.0,Manager,167.0,5.0,7.0,49300.0
407,51.0,Female,Support,Office,5.0,0.0,14.0,21.0,Manager,195.0,3.0,8.0,29100.0
408,28.0,Male,Finance,Remote,6.0,2.0,15.0,6.0,Mid,155.0,5.0,9.0,18600.0
409,38.0,Male,Sales,Hybrid,,7.0,12.0,10.0,Senior,205.0,2.0,8.0,26300.0
410,37.0,Male,Support,Office,2.0,7.0,15.0,10.0,Mid,156.0,4.0,8.0,13000.0
411,48.0,Male,R&D,Remote,14.0,2.0,18.0,14.0,Senior,163.0,5.0,10.0,38300.0
412,36.0,Male,Finance,Office,6.0,6.0,15.0,10.0,Mid,166.0,4.0,6.0,18200.0
413,35.0,Female,Support,Office,9.0,7.0,14.0,11.0,Mid,180.0,3.0,8.0,13000.0
414,40.0,Female,Sales,Office,9.0,1.0,14.0,16.0,Manager,223.0,1.0,6.0,34300.0
415,38.0,Male,,Hybrid,14.0,2.0,19.0,20.0,,170.0,4.0,8.0,32400.0
416,40.0,Male,Marketing,Remote,7.0,1.0,15.0,7.0,Mid,159.0,5.0,9.0,17000.0
417,23.0,Female,Marketing,Office,1.0,3.0,13.0,3.0,Junior,179.0,3.0,8.0,9000.0
418,25.0,Male,HR,Hybrid,2.0,4.0,13.0,4.0,Junior,162.0,1.0,6.0,7200.0
419,22.0,Female,Support,Office,1.0,1.0,13.0,1.0,Junior,183.0,1.0,8.0,7500.0
420,47.0,Female,Sales,Hybrid,38.0,5.0,17.0,38.0,Manager,213.0,2.0,6.0,
421,44.0,Female,Support,Office,5.0,5.0,14.0,38.0,Manager,176.0,3.0,7.0,27700.0
422,30.0,Male,R&D,Office,2.0,1.0,18.0,7.0,Mid,192.0,2.0,7.0,20800.0
423,33.0,Female,HR,Office,5.0,1.0,15.0,5.0,Mid,172.0,4.0,,14400.0
424,35.0,Male,Sales,Hybrid,1.0,5.0,15.0,10.0,Senior,180.0,3.0,6.0,24000.0
425,38.0,Female,Support,Remote,2.0,4.0,15.0,8.0,Mid,161.0,4.0,6.0,12000.0
426,28.0,Male,Sales,Hybrid,11.0,4.0,15.0,11.0,Mid,176.0,4.0,9.0,18100.0
427,48.0,Male,R&D,Office,15.0,4.0,16.0,24.0,Senior,168.0,4.0,8.0,33000.0
428,25.0,Male,HR,Hybrid,2.0,5.0,14.0,3.0,Junior,179.0,2.0,6.0,7500.0
429,61.0,Male,Sales,Hybrid,,7.0,15.0,27.0,Manager,218.0,2.0,6.0,34700.0
430,28.0,Female,R&D,,5.0,2.0,17.0,12.0,Mid,177.0,3.0,6.0,19900.0
431,33.0,Female,Marketing,Office,0.0,1.0,15.0,11.0,Mid,162.0,3.0,,16100.0
432,46.0,Female,Sales,Office,35.0,4.0,16.0,35.0,Manager,199.0,2.0,6.0,35900.0
433,29.0,Male,HR,Hybrid,1.0,7.0,15.0,4.0,Junior,174.0,2.0,6.0,7500.0
434,45.0,Female,Legal,Hybrid,23.0,3.0,17.0,23.0,Senior,179.0,4.0,8.0,29300.0
435,28.0,Male,Finance,Hybrid,4.0,5.0,16.0,4.0,Junior,176.0,3.0,9.0,12800.0
436,50.0,Female,Finance,Office,17.0,4.0,17.0,21.0,Manager,207.0,1.0,7.0,43100.0
437,48.0,Female,Sales,Office,14.0,6.0,17.0,14.0,Senior,189.0,3.0,8.0,27300.0
438,33.0,Male,Sales,Remote,6.0,6.0,15.0,9.0,Mid,173.0,4.0,8.0,17300.0
439,30.0,Female,R&D,Office,3.0,0.0,16.0,6.0,Mid,183.0,2.0,7.0,19800.0
440,23.0,Male,Support,Remote,0.0,0.0,13.0,0.0,,144.0,5.0,8.0,7600.0
441,40.0,Male,Finance,Hybrid,8.0,7.0,15.0,9.0,Mid,167.0,4.0,9.0,19600.0
442,43.0,Male,Support,Office,15.0,1.0,13.0,23.0,Manager,208.0,1.0,6.0,25900.0
443,50.0,Male,Finance,Hybrid,13.0,1.0,16.0,13.0,Senior,192.0,5.0,8.0,30500.0
444,35.0,Female,Sales,Remote,16.0,1.0,15.0,16.0,Senior,176.0,5.0,8.0,27200.0
445,49.0,Male,HR,Hybrid,32.0,6.0,16.0,32.0,Manager,190.0,4.0,8.0,31800.0
446,38.0,Male,HR,Remote,4.0,6.0,13.0,5.0,,165.0,5.0,10.0,14200.0
447,25.0,Female,Legal,Office,0.0,2.0,18.0,0.0,Junior,172.0,2.0,7.0,11000.0
448,43.0,Female,Finance,Hybrid,24.0,5.0,15.0,24.0,Senior,188.0,4.0,7.0,29600.0
449,33.0,Female,Finance,Remote,4.0,0.0,15.0,6.0,Mid,174.0,5.0,10.0,20100.0
450,37.0,Female,R&D,Remote,0.0,0.0,18.0,6.0,Mid,166.0,5.0,6.0,19400.0
451,29.0,Female,Sales,Hybrid,0.0,1.0,14.0,0.0,Junior,196.0,2.0,7.0,9300.0
452,47.0,Male,Sales,Hybrid,19.0,5.0,15.0,22.0,Senior,195.0,3.0,7.0,25400.0
453,38.0,Male,Legal,Office,,0.0,18.0,5.0,Mid,175.0,4.0,6.0,17600.0
454,,Male,Support,Office,4.0,0.0,14.0,9.0,Mid,,4.0,7.0,12100.0
455,37.0,Male,R&D,Office,1.0,2.0,16.0,5.0,Mid,175.0,5.0,10.0,23100.0
456,30.0,Female,Marketing,Office,3.0,3.0,13.0,4.0,Junior,184.0,1.0,6.0,7800.0
457,40.0,Male,,Office,1.0,7.0,,9.0,Mid,168.0,2.0,7.0,12900.0
458,37.0,Female,HR,Office,0.0,1.0,18.0,14.0,Senior,166.0,4.0,9.0,23700.0
459,22.0,Male,Sales,Remote,0.0,7.0,18.0,0.0,Junior,180.0,3.0,7.0,9600.0
460,31.0,Male,Legal,Hybrid,9.0,3.0,21.0,11.0,Mid,178.0,3.0,8.0,19900.0
461,39.0,Male,R&D,Hybrid,3.0,3.0,17.0,8.0,Mid,168.0,5.0,8.0,22100.0
462,57.0,Female,Marketing,Remote,39.0,2.0,14.0,39.0,Manager,190.0,4.0,6.0,31400.0
463,24.0,Female,HR,Office,1.0,6.0,13.0,2.0,Junior,159.0,2.0,8.0,7800.0
464,31.0,Female,R&D,Hybrid,1.0,0.0,16.0,9.0,Mid,169.0,5.0,6.0,19700.0
465,31.0,Male,Marketing,Hybrid,10.0,1.0,14.0,11.0,Mid,188.0,3.0,7.0,14100.0
466,40.0,Female,Finance,Office,10.0,7.0,16.0,10.0,Mid,,1.0,7.0,18700.0
467,47.0,Male,Sales,Hybrid,13.0,4.0,15.0,24.0,Senior,177.0,4.0,6.0,23800.0
468,38.0,Male,Support,Office,6.0,6.0,13.0,11.0,Mid,163.0,3.0,7.0,11400.0
469,44.0,Female,HR,Office,5.0,3.0,15.0,15.0,Senior,155.0,5.0,8.0,21400.0
470,29.0,Male,HR,Office,4.0,5.0,15.0,7.0,Mid,189.0,2.0,,14200.0
471,37.0,Female,Marketing,Remote,7.0,3.0,15.0,11.0,Mid,148.0,5.0,9.0,16500.0
472,37.0,Male,Support,Hybrid,1.0,2.0,14.0,8.0,Mid,139.0,4.0,6.0,11800.0
473,29.0,Female,Finance,Hybrid,0.0,3.0,15.0,0.0,Junior,168.0,3.0,6.0,11000.0
474,37.0,Female,R&D,Hybrid,1.0,7.0,18.0,7.0,Mid,170.0,5.0,8.0,22300.0
475,23.0,Male,Sales,Office,0.0,3.0,18.0,2.0,Junior,176.0,,6.0,9700.0
476,49.0,Female,R&D,Hybrid,13.0,3.0,17.0,17.0,Senior,171.0,4.0,7.0,31500.0
477,31.0,Male,Marketing,Hybrid,7.0,2.0,15.0,10.0,Mid,174.0,3.0,8.0,15400.0
478,29.0,Female,HR,Office,0.0,0.0,15.0,6.0,Mid,162.0,3.0,7.0,13400.0
479,39.0,Male,Finance,Hybrid,4.0,7.0,19.0,6.0,Mid,173.0,3.0,7.0,20000.0
480,40.0,Male,HR,Office,8.0,5.0,13.0,10.0,Mid,180.0,4.0,7.0,12800.0
481,46.0,Male,R&D,Office,17.0,3.0,19.0,17.0,Senior,173.0,4.0,6.0,31800.0
482,39.0,Male,Finance,Remote,1.0,1.0,16.0,13.0,Senior,142.0,5.0,9.0,31300.0
483,29.0,Female,Legal,Hybrid,5.0,5.0,19.0,10.0,Mid,151.0,5.0,10.0,22300.0
484,34.0,Male,Sales,Hybrid,6.0,3.0,18.0,8.0,Mid,163.0,2.0,6.0,16000.0
485,22.0,Male,Marketing,Hybrid,4.0,3.0,15.0,4.0,Junior,168.0,3.0,8.0,8500.0
486,46.0,Male,Sales,Office,18.0,1.0,14.0,25.0,Senior,187.0,3.0,7.0,24900.0
487,50.0,Male,,Hybrid,14.0,2.0,16.0,14.0,Senior,167.0,4.0,8.0,24400.0
488,40.0,Female,Sales,Hybrid,6.0,4.0,16.0,11.0,Mid,177.0,2.0,6.0,15800.0
489,34.0,Female,Legal,Hybrid,4.0,1.0,18.0,7.0,Mid,182.0,3.0,8.0,19300.0
490,23.0,Male,R&D,Remote,0.0,6.0,19.0,0.0,Junior,,5.0,8.0,13100.0
491,50.0,Female,Support,Remote,3.0,4.0,14.0,14.0,Senior,149.0,5.0,9.0,20600.0
492,24.0,Female,Finance,Hybrid,0.0,0.0,19.0,0.0,Junior,174.0,3.0,8.0,12400.0
493,41.0,Male,Marketing,Remote,8.0,0.0,15.0,21.0,Senior,150.0,5.0,8.0,23900.0
494,24.0,Female,R&D,Hybrid,0.0,3.0,17.0,2.0,Junior,165.0,3.0,8.0,14100.0
495,50.0,Male,HR,Hybrid,0.0,7.0,16.0,25.0,Senior,170.0,,7.0,20700.0
496,44.0,Female,HR,Office,9.0,5.0,13.0,10.0,Senior,174.0,3.0,9.0,21500.0
497,44.0,Female,Sales,Hybrid,7.0,3.0,15.0,17.0,Senior,175.0,5.0,10.0,29600.0
498,47.0,Male,HR,Remote,9.0,2.0,16.0,12.0,Senior,143.0,5.0,9.0,22800.0
499,30.0,Female,Support,Hybrid,0.0,4.0,12.0,6.0,Mid,174.0,3.0,6.0,11500.0
500,38.0,Female,Marketing,Hybrid,9.0,0.0,15.0,11.0,Senior,179.0,5.0,9.0,25100.0
501,25.0,Male,Sales,Office,0.0,0.0,15.0,3.0,Junior,205.0,1.0,,9600.0
502,38.0,Female,Marketing,Office,2.0,3.0,15.0,9.0,Mid,174.0,3.0,,15100.0
503,26.0,Male,Marketing,Office,3.0,3.0,16.0,3.0,Junior,161.0,3.0,6.0,9000.0
504,29.0,Female,Legal,Office,3.0,7.0,18.0,5.0,Mid,177.0,3.0,6.0,17900.0
505,50.0,Female,R&D,Hybrid,6.0,2.0,18.0,14.0,Senior,168.0,5.0,9.0,34400.0
506,31.0,Male,HR,Office,6.0,7.0,13.0,6.0,Mid,153.0,4.0,9.0,13300.0
507,29.0,Male,Finance,Hybrid,3.0,3.0,16.0,3.0,Junior,184.0,2.0,7.0,11500.0
508,47.0,,Marketing,Hybrid,5.0,7.0,12.0,18.0,Senior,173.0,5.0,8.0,22300.0
509,42.0,Male,Support,Office,8.0,6.0,13.0,18.0,Senior,187.0,2.0,6.0,17500.0
510,62.0,Male,Legal,Office,8.0,7.0,19.0,30.0,Manager,195.0,3.0,7.0,43100.0
511,28.0,Male,Support,Remote,2.0,5.0,12.0,3.0,Junior,150.0,5.0,7.0,7000.0
512,35.0,Male,Finance,Office,8.0,3.0,,11.0,Mid,162.0,4.0,7.0,18100.0
513,52.0,Male,HR,Office,35.0,5.0,15.0,42.0,Manager,180.0,4.0,10.0,34000.0
514,39.0,Male,HR,Remote,19.0,6.0,16.0,22.0,Senior,148.0,5.0,9.0,23300.0
515,29.0,Male,Sales,Remote,5.0,5.0,15.0,11.0,Mid,194.0,5.0,10.0,19100.0
516,33.0,Female,Sales,Hybrid,6.0,2.0,16.0,6.0,Mid,182.0,3.0,6.0,16700.0
517,46.0,Male,Sales,Office,31.0,3.0,12.0,,Manager,208.0,1.0,7.0,35600.0
